# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug 22 10:56:12 2023
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
#
hostname,discoverymethod,disc_year,disc_facility
Kepler-556,Transit,2016,Kepler
Kepler-556,Transit,2016,Kepler
Kepler-557,Transit,2016,Kepler
Kepler-557,Transit,2016,Kepler
Kepler-557,Transit,2016,Kepler
Kepler-557,Transit,2016,Kepler
Kepler-557,Transit,2016,Kepler
Kepler-557,Transit,2016,Kepler
Kepler-557,Transit,2016,Kepler
Kepler-557,Transit,2016,Kepler
Kepler-557,Transit,2016,Kepler
Kepler-557,Transit,2016,Kepler
Kepler-558,Transit,2016,Kepler
Kepler-558,Transit,2016,Kepler
Kepler-558,Transit,2016,Kepler
Kepler-558,Transit,2016,Kepler
Kepler-558,Transit,2016,Kepler
Kepler-558,Transit,2016,Kepler
Kepler-558,Transit,2016,Kepler
Kepler-558,Transit,2016,Kepler
Kepler-558,Transit,2016,Kepler
Kepler-558,Transit,2016,Kepler
Kepler-559,Transit,2016,Kepler
Kepler-559,Transit,2016,Kepler
Kepler-559,Transit,2016,Kepler
Kepler-559,Transit,2016,Kepler
Kepler-559,Transit,2016,Kepler
Kepler-559,Transit,2016,Kepler
Kepler-559,Transit,2016,Kepler
Kepler-559,Transit,2016,Kepler
Kepler-559,Transit,2016,Kepler
Kepler-559,Transit,2016,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Transit,2012,Kepler
Kepler-56,Radial Velocity,2016,Multiple Observatories
Kepler-560,Transit,2016,Kepler
Kepler-560,Transit,2016,Kepler
Kepler-560,Transit,2016,Kepler
Kepler-560,Transit,2016,Kepler
Kepler-560,Transit,2016,Kepler
Kepler-560,Transit,2016,Kepler
Kepler-560,Transit,2016,Kepler
Kepler-560,Transit,2016,Kepler
Kepler-560,Transit,2016,Kepler
Kepler-560,Transit,2016,Kepler
Kepler-560,Transit,2016,Kepler
Kepler-560,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-561,Transit,2016,Kepler
Kepler-562,Transit,2016,Kepler
Kepler-562,Transit,2016,Kepler
Kepler-562,Transit,2016,Kepler
Kepler-562,Transit,2016,Kepler
Kepler-562,Transit,2016,Kepler
Kepler-562,Transit,2016,Kepler
Kepler-562,Transit,2016,Kepler
Kepler-562,Transit,2016,Kepler
Kepler-562,Transit,2016,Kepler
Kepler-562,Transit,2016,Kepler
Kepler-563,Transit,2016,Kepler
Kepler-563,Transit,2016,Kepler
Kepler-563,Transit,2016,Kepler
Kepler-563,Transit,2016,Kepler
Kepler-563,Transit,2016,Kepler
Kepler-563,Transit,2016,Kepler
Kepler-563,Transit,2016,Kepler
Kepler-563,Transit,2016,Kepler
Kepler-563,Transit,2016,Kepler
Kepler-563,Transit,2016,Kepler
Kepler-564,Transit,2016,Kepler
Kepler-564,Transit,2016,Kepler
Kepler-564,Transit,2016,Kepler
Kepler-564,Transit,2016,Kepler
Kepler-564,Transit,2016,Kepler
Kepler-564,Transit,2016,Kepler
Kepler-564,Transit,2016,Kepler
Kepler-564,Transit,2016,Kepler
Kepler-564,Transit,2016,Kepler
Kepler-564,Transit,2016,Kepler
Kepler-565,Transit,2016,Kepler
Kepler-565,Transit,2016,Kepler
Kepler-565,Transit,2016,Kepler
Kepler-565,Transit,2016,Kepler
Kepler-565,Transit,2016,Kepler
Kepler-565,Transit,2016,Kepler
Kepler-565,Transit,2016,Kepler
Kepler-565,Transit,2016,Kepler
Kepler-566,Transit,2016,Kepler
Kepler-566,Transit,2016,Kepler
Kepler-566,Transit,2016,Kepler
Kepler-566,Transit,2016,Kepler
Kepler-566,Transit,2016,Kepler
Kepler-566,Transit,2016,Kepler
Kepler-566,Transit,2016,Kepler
Kepler-566,Transit,2016,Kepler
Kepler-566,Transit,2016,Kepler
Kepler-566,Transit,2016,Kepler
Kepler-567,Transit,2016,Kepler
Kepler-567,Transit,2016,Kepler
Kepler-567,Transit,2016,Kepler
Kepler-567,Transit,2016,Kepler
Kepler-567,Transit,2016,Kepler
Kepler-567,Transit,2016,Kepler
Kepler-567,Transit,2016,Kepler
Kepler-567,Transit,2016,Kepler
Kepler-567,Transit,2016,Kepler
Kepler-567,Transit,2016,Kepler
Kepler-568,Transit,2016,Kepler
Kepler-568,Transit,2016,Kepler
Kepler-568,Transit,2016,Kepler
Kepler-568,Transit,2016,Kepler
Kepler-568,Transit,2016,Kepler
Kepler-568,Transit,2016,Kepler
Kepler-568,Transit,2016,Kepler
Kepler-568,Transit,2016,Kepler
Kepler-568,Transit,2016,Kepler
Kepler-568,Transit,2016,Kepler
Kepler-569,Transit,2016,Kepler
Kepler-569,Transit,2016,Kepler
Kepler-569,Transit,2016,Kepler
Kepler-569,Transit,2016,Kepler
Kepler-569,Transit,2016,Kepler
Kepler-569,Transit,2016,Kepler
Kepler-569,Transit,2016,Kepler
Kepler-569,Transit,2016,Kepler
Kepler-569,Transit,2016,Kepler
Kepler-569,Transit,2016,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-57,Transit,2012,Kepler
Kepler-570,Transit,2016,Kepler
Kepler-570,Transit,2016,Kepler
Kepler-570,Transit,2016,Kepler
Kepler-570,Transit,2016,Kepler
Kepler-570,Transit,2016,Kepler
Kepler-570,Transit,2016,Kepler
Kepler-570,Transit,2016,Kepler
Kepler-570,Transit,2016,Kepler
Kepler-570,Transit,2016,Kepler
Kepler-570,Transit,2016,Kepler
Kepler-571,Transit,2016,Kepler
Kepler-571,Transit,2016,Kepler
Kepler-571,Transit,2016,Kepler
Kepler-571,Transit,2016,Kepler
Kepler-571,Transit,2016,Kepler
Kepler-571,Transit,2016,Kepler
Kepler-571,Transit,2016,Kepler
Kepler-571,Transit,2016,Kepler
Kepler-571,Transit,2016,Kepler
Kepler-571,Transit,2016,Kepler
Kepler-572,Transit,2016,Kepler
Kepler-572,Transit,2016,Kepler
Kepler-572,Transit,2016,Kepler
Kepler-572,Transit,2016,Kepler
Kepler-572,Transit,2016,Kepler
Kepler-572,Transit,2016,Kepler
Kepler-572,Transit,2016,Kepler
Kepler-572,Transit,2016,Kepler
Kepler-572,Transit,2016,Kepler
Kepler-572,Transit,2016,Kepler
Kepler-573,Transit,2016,Kepler
Kepler-573,Transit,2016,Kepler
Kepler-573,Transit,2016,Kepler
Kepler-573,Transit,2016,Kepler
Kepler-573,Transit,2016,Kepler
Kepler-573,Transit,2016,Kepler
Kepler-573,Transit,2016,Kepler
Kepler-573,Transit,2016,Kepler
Kepler-573,Transit,2016,Kepler
Kepler-573,Transit,2016,Kepler
Kepler-574,Transit,2016,Kepler
Kepler-574,Transit,2016,Kepler
Kepler-574,Transit,2016,Kepler
Kepler-574,Transit,2016,Kepler
Kepler-574,Transit,2016,Kepler
Kepler-574,Transit,2016,Kepler
Kepler-574,Transit,2016,Kepler
Kepler-574,Transit,2016,Kepler
Kepler-574,Transit,2016,Kepler
Kepler-574,Transit,2016,Kepler
Kepler-575,Transit,2016,Kepler
Kepler-575,Transit,2016,Kepler
Kepler-575,Transit,2016,Kepler
Kepler-575,Transit,2016,Kepler
Kepler-575,Transit,2016,Kepler
Kepler-575,Transit,2016,Kepler
Kepler-575,Transit,2016,Kepler
Kepler-575,Transit,2016,Kepler
Kepler-575,Transit,2016,Kepler
Kepler-575,Transit,2016,Kepler
Kepler-576,Transit,2016,Kepler
Kepler-576,Transit,2016,Kepler
Kepler-576,Transit,2016,Kepler
Kepler-576,Transit,2016,Kepler
Kepler-576,Transit,2016,Kepler
Kepler-576,Transit,2016,Kepler
Kepler-576,Transit,2016,Kepler
Kepler-576,Transit,2016,Kepler
Kepler-576,Transit,2016,Kepler
Kepler-576,Transit,2016,Kepler
Kepler-577,Transit,2016,Kepler
Kepler-577,Transit,2016,Kepler
Kepler-577,Transit,2016,Kepler
Kepler-577,Transit,2016,Kepler
Kepler-577,Transit,2016,Kepler
Kepler-577,Transit,2016,Kepler
Kepler-577,Transit,2016,Kepler
Kepler-577,Transit,2016,Kepler
Kepler-577,Transit,2016,Kepler
Kepler-577,Transit,2016,Kepler
Kepler-578,Transit,2016,Kepler
Kepler-578,Transit,2016,Kepler
Kepler-578,Transit,2016,Kepler
Kepler-578,Transit,2016,Kepler
Kepler-578,Transit,2016,Kepler
Kepler-578,Transit,2016,Kepler
Kepler-578,Transit,2016,Kepler
Kepler-578,Transit,2016,Kepler
Kepler-578,Transit,2016,Kepler
Kepler-578,Transit,2016,Kepler
Kepler-579,Transit,2016,Kepler
Kepler-579,Transit,2016,Kepler
Kepler-579,Transit,2016,Kepler
Kepler-579,Transit,2016,Kepler
Kepler-579,Transit,2016,Kepler
Kepler-579,Transit,2016,Kepler
Kepler-579,Transit,2016,Kepler
Kepler-579,Transit,2016,Kepler
Kepler-579,Transit,2016,Kepler
Kepler-579,Transit,2016,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2012,Kepler
Kepler-58,Transit,2014,Kepler
Kepler-58,Transit,2014,Kepler
Kepler-58,Transit,2014,Kepler
Kepler-58,Transit,2014,Kepler
Kepler-58,Transit,2014,Kepler
Kepler-58,Transit,2014,Kepler
Kepler-58,Transit,2014,Kepler
Kepler-58,Transit,2014,Kepler
Kepler-58,Transit,2014,Kepler
Kepler-58,Transit,2014,Kepler
Kepler-58,Transit,2014,Kepler
Kepler-58,Transit,2023,Kepler
Kepler-58,Transit,2023,Kepler
Kepler-58,Transit,2023,Kepler
Kepler-58,Transit,2023,Kepler
Kepler-58,Transit,2023,Kepler
Kepler-58,Transit,2023,Kepler
Kepler-58,Transit,2023,Kepler
Kepler-580,Transit,2016,Kepler
Kepler-580,Transit,2016,Kepler
Kepler-580,Transit,2016,Kepler
Kepler-580,Transit,2016,Kepler
Kepler-580,Transit,2016,Kepler
Kepler-580,Transit,2016,Kepler
Kepler-580,Transit,2016,Kepler
Kepler-580,Transit,2016,Kepler
Kepler-580,Transit,2016,Kepler
Kepler-580,Transit,2016,Kepler
Kepler-581,Transit,2016,Kepler
Kepler-581,Transit,2016,Kepler
Kepler-581,Transit,2016,Kepler
Kepler-581,Transit,2016,Kepler
Kepler-581,Transit,2016,Kepler
Kepler-581,Transit,2016,Kepler
Kepler-581,Transit,2016,Kepler
Kepler-581,Transit,2016,Kepler
Kepler-581,Transit,2016,Kepler
Kepler-581,Transit,2016,Kepler
Kepler-582,Transit,2016,Kepler
Kepler-582,Transit,2016,Kepler
Kepler-582,Transit,2016,Kepler
Kepler-582,Transit,2016,Kepler
Kepler-582,Transit,2016,Kepler
Kepler-582,Transit,2016,Kepler
Kepler-582,Transit,2016,Kepler
Kepler-582,Transit,2016,Kepler
Kepler-582,Transit,2016,Kepler
Kepler-582,Transit,2016,Kepler
Kepler-583,Transit,2016,Kepler
Kepler-583,Transit,2016,Kepler
Kepler-583,Transit,2016,Kepler
Kepler-583,Transit,2016,Kepler
Kepler-583,Transit,2016,Kepler
Kepler-583,Transit,2016,Kepler
Kepler-583,Transit,2016,Kepler
Kepler-583,Transit,2016,Kepler
Kepler-583,Transit,2016,Kepler
Kepler-583,Transit,2016,Kepler
Kepler-584,Transit,2016,Kepler
Kepler-584,Transit,2016,Kepler
Kepler-584,Transit,2016,Kepler
Kepler-584,Transit,2016,Kepler
Kepler-584,Transit,2016,Kepler
Kepler-584,Transit,2016,Kepler
Kepler-584,Transit,2016,Kepler
Kepler-584,Transit,2016,Kepler
Kepler-584,Transit,2016,Kepler
Kepler-584,Transit,2016,Kepler
Kepler-585,Transit,2016,Kepler
Kepler-585,Transit,2016,Kepler
Kepler-585,Transit,2016,Kepler
Kepler-585,Transit,2016,Kepler
Kepler-585,Transit,2016,Kepler
Kepler-585,Transit,2016,Kepler
